Date,Discharge_Capacity,group,static,index
2015-11-13 12:20:34,3.21626569821376E-09,45007,1,1122
2015-11-13 12:20:44,3.21626569821376E-09,45007,1,1123
2015-11-13 12:20:54,3.21626569821376E-09,45007,1,1124
2015-11-13 12:21:04,3.21626569821376E-09,45007,1,1125
2015-11-13 12:21:14,3.21626569821376E-09,45007,1,1126
2015-11-13 12:21:24,3.21626569821376E-09,45007,1,1127
2015-11-13 12:21:34,3.21626569821376E-09,45007,1,1128
2015-11-13 12:21:44,3.21626569821376E-09,45007,1,1129
2015-11-13 12:21:54,3.21626569821376E-09,45007,1,1130
2015-11-13 12:22:04,3.21626569821376E-09,45007,1,1131
2015-11-13 12:22:14,3.21626569821376E-09,45007,1,1132
2015-11-13 12:22:24,3.21626569821376E-09,45007,1,1133
2015-11-13 12:22:34,3.21626569821376E-09,45007,1,1134
2015-11-13 12:22:44,3.21626569821376E-09,45007,1,1135
2015-11-13 12:22:54,3.21626569821376E-09,45007,1,1136
2015-11-13 12:23:04,3.21626569821376E-09,45007,1,1137
2015-11-13 12:23:14,3.21626569821376E-09,45007,1,1138
2015-11-13 12:23:24,3.21626569821376E-09,45007,1,1139
2015-11-13 12:23:34,3.21626569821376E-09,45007,1,1140
2015-11-13 12:23:44,0.217329606413841,45007,1,1141
2015-11-13 12:23:54,0.434639394283295,45007,1,1142
2015-11-13 12:24:04,0.651991426944733,45007,1,1143
2015-11-13 12:24:14,0.869311153888702,45007,1,1144
2015-11-13 12:24:25,1.08663702011108,45007,1,1145
2015-11-13 12:24:35,1.30396866798401,45007,1,1146
2015-11-13 12:24:45,1.30971682071686,45007,1,1147
2015-11-13 12:24:55,1.30981779098511,45007,1,1148
2015-11-13 12:25:05,1.30981779098511,45007,1,1149
2015-11-13 12:25:15,1.30981779098511,45007,1,1150
2015-11-13 12:25:25,0,45007,1,1151
2015-11-13 12:25:35,0,45007,1,1152
2015-11-13 12:25:45,0,45007,1,1153
2015-11-13 12:25:55,0,45007,1,1154
2015-11-13 12:26:05,0,45007,1,1155
2015-11-13 12:26:15,0,45007,1,1156
2015-11-13 12:26:25,0,45007,1,1157
2015-11-13 12:26:35,0,45007,1,1158
2015-11-13 12:26:45,0,45007,1,1159
2015-11-13 12:26:55,0,45007,1,1160
2015-11-13 12:27:05,0,45007,1,1161
2015-11-13 12:27:15,0,45007,1,1162
2015-11-13 12:27:25,0,45007,1,1163
2015-11-13 12:27:35,0,45007,1,1164
2015-11-13 12:27:45,0,45007,1,1165
2015-11-13 12:27:55,0,45007,1,1166
2015-11-13 12:28:05,0,45007,1,1167
2015-11-13 12:28:15,0,45007,1,1168
2015-11-13 12:28:25,0,45007,1,1169
2015-11-13 12:28:35,0,45007,1,1170
2015-11-13 12:28:45,0,45007,1,1171
2015-11-13 12:28:55,0,45007,1,1172
2015-11-13 12:29:05,0,45007,1,1173
2015-11-13 12:29:15,0,45007,1,1174
2015-11-13 12:29:25,0,45007,1,1175
2015-11-13 12:29:35,0,45007,1,1176
2015-11-13 12:29:45,0,45007,1,1177
2015-11-13 12:29:55,0.217320248484611,45007,1,1178
2015-11-13 12:30:05,0.434643477201462,45007,1,1179
2015-11-13 12:30:15,0.651993334293366,45007,1,1180
2015-11-13 12:30:25,0.869299471378326,45007,1,1181
2015-11-13 12:30:35,1.08665204048157,45007,1,1182
2015-11-13 12:30:45,1.30395925045013,45007,1,1183
2015-11-13 12:30:55,1.30752766132355,45007,1,1184
2015-11-13 12:31:05,1.30766975879669,45007,1,1185
2015-11-13 12:31:15,1.30766975879669,45007,1,1186
2015-11-13 12:31:25,1.30766975879669,45007,1,1187
2015-11-13 12:31:35,2.17829732029884E-09,45007,1,1188
2015-11-13 12:31:45,2.17829732029884E-09,45007,1,1189
2015-11-13 12:31:55,2.17829732029884E-09,45007,1,1190
2015-11-13 12:32:05,2.17829732029884E-09,45007,1,1191
2015-11-13 12:32:15,2.17829732029884E-09,45007,1,1192
2015-11-13 12:32:25,2.17829732029884E-09,45007,1,1193
2015-11-13 12:32:35,2.17829732029884E-09,45007,1,1194
2015-11-13 12:32:45,2.17829732029884E-09,45007,1,1195
2015-11-13 12:32:55,2.17829732029884E-09,45007,1,1196
2015-11-13 12:33:05,2.17829732029884E-09,45007,1,1197
2015-11-13 12:33:15,2.17829732029884E-09,45007,1,1198
2015-11-13 12:33:25,2.17829732029884E-09,45007,1,1199
2015-11-13 12:33:35,2.17829732029884E-09,45007,1,1200
2015-11-13 12:33:45,2.17829732029884E-09,45007,1,1201
2015-11-13 12:33:55,2.17829732029884E-09,45007,1,1202
2015-11-13 12:34:05,2.17829732029884E-09,45007,1,1203
2015-11-13 12:34:15,2.17829732029884E-09,45007,1,1204
2015-11-13 12:34:25,2.17829732029884E-09,45007,1,1205
2015-11-13 12:34:35,2.17829732029884E-09,45007,1,1206
2015-11-13 12:34:45,2.17829732029884E-09,45007,1,1207
2015-11-13 12:34:55,2.17829732029884E-09,45007,1,1208
2015-11-13 12:35:05,2.17829732029884E-09,45007,1,1209
2015-11-13 12:35:15,2.17829732029884E-09,45007,1,1210
2015-11-13 12:35:25,2.17829732029884E-09,45007,1,1211
2015-11-13 12:35:35,2.17829732029884E-09,45007,1,1212
2015-11-13 12:35:45,2.17829732029884E-09,45007,1,1213
2015-11-13 12:35:55,2.17829732029884E-09,45007,1,1214
2015-11-13 12:36:05,0.21731248497963,45007,1,1215
2015-11-13 12:36:15,0.434644937515259,45007,1,1216
2015-11-13 12:36:25,0.651993930339813,45007,1,1217
2015-11-13 12:36:35,0.869322419166565,45007,1,1218
2015-11-13 12:36:45,1.0866322517395,45007,1,1219
2015-11-13 12:36:55,1.29854702949524,45007,1,1220
2015-11-13 12:37:05,1.29862380027771,45007,1,1221
2015-11-13 12:37:15,1.29862380027771,45007,1,1222
2015-11-13 12:37:25,1.29862380027771,45007,1,1223
2015-11-13 12:37:35,4.33328306570502E-09,45007,1,1224
2015-11-13 12:37:45,4.33328306570502E-09,45007,1,1225
2015-11-13 12:37:56,4.33328306570502E-09,45007,1,1226
2015-11-13 12:38:06,4.33328306570502E-09,45007,1,1227
2015-11-13 12:38:16,4.33328306570502E-09,45007,1,1228
2015-11-13 12:38:26,4.33328306570502E-09,45007,1,1229
2015-11-13 12:38:36,4.33328306570502E-09,45007,1,1230
2015-11-13 12:38:46,4.33328306570502E-09,45007,1,1231
2015-11-13 12:38:56,4.33328306570502E-09,45007,1,1232
2015-11-13 12:39:06,4.33328306570502E-09,45007,1,1233
2015-11-13 12:39:16,4.33328306570502E-09,45007,1,1234
2015-11-13 12:39:26,4.33328306570502E-09,45007,1,1235
2015-11-13 12:39:36,4.33328306570502E-09,45007,1,1236
2015-11-13 12:39:46,4.33328306570502E-09,45007,1,1237
2015-11-13 12:39:56,4.33328306570502E-09,45007,1,1238
2015-11-13 12:40:06,4.33328306570502E-09,45007,1,1239
2015-11-13 12:40:16,4.33328306570502E-09,45007,1,1240
2015-11-13 12:40:26,4.33328306570502E-09,45007,1,1241
2015-11-13 12:40:36,4.33328306570502E-09,45007,1,1242
2015-11-13 12:40:46,4.33328306570502E-09,45007,1,1243
2015-11-13 12:40:56,4.33328306570502E-09,45007,1,1244
2015-11-13 12:41:06,4.33328306570502E-09,45007,1,1245
2015-11-13 12:41:16,4.33328306570502E-09,45007,1,1246
2015-11-13 12:41:26,4.33328306570502E-09,45007,1,1247
2015-11-13 12:41:36,4.33328306570502E-09,45007,1,1248
2015-11-13 12:41:46,4.33328306570502E-09,45007,1,1249
2015-11-13 12:41:56,4.33328306570502E-09,45007,1,1250
2015-11-13 12:42:06,0.217315226793289,45007,1,1251
2015-11-13 12:42:16,0.434642940759659,45007,1,1252
2015-11-13 12:42:26,0.651983261108398,45007,1,1253
2015-11-13 12:42:36,0.869319021701813,45007,1,1254
2015-11-13 12:42:46,1.08665192127228,45007,1,1255
2015-11-13 12:42:56,1.30398499965668,45007,1,1256
2015-11-13 12:43:06,1.30577743053436,45007,1,1257
2015-11-13 12:43:16,1.305903673172,45007,1,1258
2015-11-13 12:43:26,1.305903673172,45007,1,1259
2015-11-13 12:43:36,1.305903673172,45007,1,1260
2015-11-13 12:43:46,0,45007,1,1261
2015-11-13 12:43:56,0,45007,1,1262
2015-11-13 12:44:06,0,45007,1,1263
2015-11-13 12:44:16,0,45007,1,1264
2015-11-13 12:44:26,0,45007,1,1265
2015-11-13 12:44:36,0,45007,1,1266
2015-11-13 12:44:46,0,45007,1,1267
2015-11-13 12:44:56,0,45007,1,1268
2015-11-13 12:45:06,0,45007,1,1269
2015-11-13 12:45:16,0,45007,1,1270
2015-11-13 12:45:26,0,45007,1,1271
2015-11-13 12:45:36,0,45007,1,1272
2015-11-13 12:45:46,0,45007,1,1273
2015-11-13 12:45:56,0,45007,1,1274
2015-11-13 12:46:06,0,45007,1,1275
2015-11-13 12:46:16,0,45007,1,1276
2015-11-13 12:46:26,0,45007,1,1277
2015-11-13 12:46:36,0,45007,1,1278
2015-11-13 12:46:46,0,45007,1,1279
2015-11-13 12:46:56,0,45007,1,1280
2015-11-13 12:47:06,0,45007,1,1281
2015-11-13 12:47:16,0,45007,1,1282
2015-11-13 12:47:26,0,45007,1,1283
2015-11-13 12:47:36,0,45007,1,1284
2015-11-13 12:47:46,0,45007,1,1285
2015-11-13 12:47:56,0,45007,1,1286
2015-11-13 12:48:06,0,45007,1,1287
2015-11-13 12:48:16,0.217308387160301,45007,1,1288
2015-11-13 12:48:26,0.434649974107742,45007,1,1289
2015-11-13 12:48:36,0.651981949806213,45007,1,1290
2015-11-13 12:48:46,0.869317293167114,45007,1,1291
2015-11-13 12:48:56,1.08663535118103,45007,1,1292
2015-11-13 12:49:06,1.27587068080902,45007,1,1293
2015-11-13 12:49:16,1.27599263191223,45007,1,1294
2015-11-13 12:49:26,1.27599263191223,45007,1,1295
2015-11-13 12:49:36,1.27599263191223,45007,1,1296
2015-11-13 12:49:46,0,45007,1,1297
2015-11-13 12:49:56,0,45007,1,1298
2015-11-13 12:50:06,0,45007,1,1299
2015-11-13 12:50:16,0,45007,1,1300
2015-11-13 12:50:27,0,45007,1,1301
2015-11-13 12:50:37,0,45007,1,1302
2015-11-13 12:50:47,0,45007,1,1303
2015-11-13 12:50:57,0,45007,1,1304
2015-11-13 12:51:07,0,45007,1,1305
2015-11-13 12:51:17,0,45007,1,1306
2015-11-13 12:51:27,0,45007,1,1307
2015-11-13 12:51:37,0,45007,1,1308
2015-11-13 12:51:47,0,45007,1,1309
2015-11-13 12:51:57,0,45007,1,1310
2015-11-13 12:52:07,0,45007,1,1311
2015-11-13 12:52:17,0,45007,1,1312
2015-11-13 12:52:27,0,45007,1,1313
2015-11-13 12:52:37,0,45007,1,1314
2015-11-13 12:52:47,0,45007,1,1315
2015-11-13 12:52:57,0,45007,1,1316
2015-11-13 12:53:07,0,45007,1,1317
2015-11-13 12:53:17,0,45007,1,1318
2015-11-13 12:53:27,0,45007,1,1319
2015-11-13 12:53:37,0,45007,1,1320
2015-11-13 12:53:47,0,45007,1,1321
2015-11-13 12:53:57,0,45007,1,1322
2015-11-13 12:54:07,0,45007,1,1323
2015-11-13 12:54:17,0.217324659228325,45007,1,1324
2015-11-13 12:54:27,0.43464258313179,45007,1,1325
2015-11-13 12:54:37,0.651993691921234,45007,1,1326
2015-11-13 12:54:47,0.869312405586243,45007,1,1327
2015-11-13 12:54:57,1.08664011955261,45007,1,1328
2015-11-13 12:55:07,1.26819062232971,45007,1,1329
2015-11-13 12:55:17,1.26835119724274,45007,1,1330
2015-11-13 12:55:27,1.26835119724274,45007,1,1331
2015-11-13 12:55:37,1.26835119724274,45007,1,1332
2015-11-13 12:55:47,0,45007,1,1333
2015-11-13 12:55:57,0,45007,1,1334
2015-11-13 12:56:07,0,45007,1,1335
2015-11-13 12:56:17,0,45007,1,1336
2015-11-13 12:56:27,0,45007,1,1337
2015-11-13 12:56:37,0,45007,1,1338
2015-11-13 12:56:47,0,45007,1,1339
2015-11-13 12:56:57,0,45007,1,1340
2015-11-13 12:57:07,0,45007,1,1341
2015-11-13 12:57:17,0,45007,1,1342
2015-11-13 12:57:27,0,45007,1,1343
2015-11-13 12:57:37,0,45007,1,1344
2015-11-13 12:57:47,0,45007,1,1345
2015-11-13 12:57:57,0,45007,1,1346
2015-11-13 12:58:07,0,45007,1,1347
2015-11-13 12:58:17,0,45007,1,1348
2015-11-13 12:58:27,0,45007,1,1349
2015-11-13 12:58:37,0,45007,1,1350
2015-11-13 12:58:47,0,45007,1,1351
2015-11-13 12:58:57,0,45007,1,1352
2015-11-13 12:59:07,0,45007,1,1353
2015-11-13 12:59:17,0,45007,1,1354
2015-11-13 12:59:27,0,45007,1,1355
2015-11-13 12:59:37,0,45007,1,1356
2015-11-13 12:59:47,0,45007,1,1357
2015-11-13 12:59:57,0,45007,1,1358
2015-11-13 13:00:07,0,45007,1,1359
2015-11-13 13:00:17,0.217312827706337,45007,1,1360
2015-11-13 13:00:27,0.434657752513886,45007,1,1361
2015-11-13 13:00:37,0.651972055435181,45007,1,1362
2015-11-13 13:00:47,0.869304358959198,45007,1,1363
2015-11-13 13:00:57,1.0866322517395,45007,1,1364
2015-11-13 13:01:07,1.26840913295746,45007,1,1365
2015-11-13 13:01:17,1.2685182094574,45007,1,1366
2015-11-13 13:01:27,1.2685182094574,45007,1,1367
2015-11-13 13:01:37,1.2685182094574,45007,1,1368
2015-11-13 13:01:47,0,45007,1,1369
2015-11-13 13:01:57,0,45007,1,1370
2015-11-13 13:02:07,0,45007,1,1371
